Store,Week,Weekly_Sales,Holiday_Flag
5,28,287205.38,0
5,29,288519.75,0
5,30,323798,0
5,31,306533.08,1
5,32,282558.65,0
5,33,293131.58,0
5,34,283178.12,0
5,35,290494.85,0
5,36,280681.2,0
5,37,284988.27,0
5,38,278031.81,0
5,39,325310.3,0
5,40,301827.36,0
5,41,297384.81,0
5,42,488362.61,1
5,43,344490.88,0
5,44,352811.53,0
5,45,367801.19,0
5,46,466010.25,0
5,47,298180.18,1
5,48,286347.26,0
5,49,260636.71,0
5,50,275313.34,0
5,51,279088.39,0
5,52,329613.2,0
5,53,311590.54,1
5,54,356622.61,0
5,55,294659.5,0
5,56,329033.66,0
5,57,293098.1,0
5,58,312177.67,0
5,59,294732.5,0
5,60,314316.55,0
5,61,307333.62,0
5,62,307913.58,0
5,63,328415.44,0
5,64,307291.56,0
5,65,322904.68,0
5,66,290930.01,0
5,67,299614.33,0
5,68,297149.69,0
5,69,329183.92,0
5,70,304984.14,0
5,71,304811.82,0
5,72,302881.64,0
5,73,327093.89,0
5,74,310804.93,0
5,75,283248.62,0
5,76,292539.73,0
5,77,275142.17,0
5,78,317738.56,0
5,79,289886.16,0
5,80,303643.84,0
5,81,310338.17,0
5,82,315645.53,0
5,83,321110.22,1
5,84,278529.71,0
5,85,291024.98,0
5,86,292315.38,0
5,87,309111.47,0
5,88,286117.72,0
5,89,306069.18,0
5,90,307035.11,0
5,91,353652.23,0
5,92,311906.7,0
5,93,307944.37,0
5,94,507900.07,1
5,95,376225.61,0
5,96,367433.77,0
5,97,379530.3,0
5,98,458562.24,0
5,99,349624.88,1
5,100,312078.71,0
5,101,291454.52,0
5,102,287523.98,0
5,103,295974.22,0
5,104,333948,0
5,105,349239.88,1
5,106,356427.98,0
5,107,312220.47,0
5,108,359206.21,0
5,109,347295.6,0
5,110,339392.54,0
5,111,321299.99,0
5,112,331318.73,0
5,113,402985.7,0
5,114,351832.03,0
5,115,330063.06,0
5,116,324839.74,0
5,117,360932.69,0
5,118,333870.52,0
5,119,336189.66,0
5,120,341994.48,0
5,121,359867.8,0
5,122,341704.59,0
5,123,327383.64,0
5,124,325041.68,0
5,125,329658.1,0
5,126,341214.43,0
5,127,316203.64,0
5,128,321205.12,0
5,129,306827.36,0
5,130,324195.17,0
5,131,306759.7,0
5,132,314014.18,0
5,133,320831.36,0
5,134,344642.01,0
5,135,350648.91,1
5,136,299800.67,0
5,137,307306.76,0
5,138,310141.68,0
5,139,343048.29,0
5,140,325345.41,0
5,141,313358.15,0
5,142,319550.77,0
6,0,1652635.1,0
6,1,1606283.86,1
6,2,1567138.07,0
6,3,1432953.21,0
6,4,1601348.82,0
6,5,1558621.36,0
6,6,1693058.91,0
6,7,1472033.38,0
6,8,1770333.9,0
6,9,1667181.82,0
6,10,1519846.36,0
6,11,1540435.99,0
6,12,1498080.16,0
6,13,1619920.04,0
6,14,1524059.4,0
6,15,1531938.44,0
6,16,1644470.66,0
6,17,1857380.09,0
6,18,1685652.35,0
6,19,1677248.24,0
6,20,1640681.88,0
6,21,1759777.25,0
6,22,1690317.99,0
6,23,1560120.8,0
6,24,1585240.92,0
6,25,1532308.78,0
6,26,1633241.59,0
6,27,1547654.98,0
6,28,1539930.5,0
6,29,1450766.12,0
6,30,1510925.32,0
6,31,1424225.44,1
6,32,1308537.75,0
6,33,1275591.84,0
6,34,1328468.89,0
6,35,1360317.9,0
6,36,1344580.92,0
6,37,1332716.53,0
6,38,1385323.7,0
6,39,1505442.15,0
6,40,1495536.46,0
6,41,1518841.45,0
6,42,2267452.4,1
6,43,1677067.24,0
6,44,1834737.58,0
6,45,2090268.95,0
6,46,2727575.18,0
6,47,1464050.02,1
6,48,1350441.68,0
6,49,1306194.55,0
6,50,1261253.18,0
6,51,1287034.7,0
6,52,1514999.17,0
6,53,1486920.17,1
6,54,1572117.54,0
6,55,1422600.43,0
6,56,1502617.99,0
6,57,1494497.39,0
6,58,1685375.47,0
6,59,1438465.81,0
6,60,1459276.77,0
6,61,1534594,0
6,62,1448797.02,0
6,63,1639358.93,0
6,64,1479249.9,0
6,65,1504651.57,0
6,66,1453185.65,0
6,67,1382783.83,0
6,68,1523979.11,0
6,69,1705506.29,0
6,70,1598643.65,0
6,71,1622150.33,0
6,72,1543365.9,0
6,73,1694551.15,0
6,74,1709373.62,0
6,75,1526801.24,0
6,76,1526506.08,0
6,77,1483991.05,0
6,78,1601584.57,0
6,79,1484995.38,0
6,80,1493544.04,0
6,81,1420405.41,0
6,82,1481618.74,0
6,83,1483574.38,1
6,84,1351407.79,0
6,85,1336044.75,0
6,86,1307551.92,0
6,87,1481739.2,0
6,88,1386520.99,0
6,89,1417922.37,0
6,90,1419445.12,0
6,91,1523420.38,0
6,92,1536176.54,0
6,93,1524390.07,0
6,94,2249811.55,1
6,95,1688531.34,0
6,96,1903385.14,0
6,97,2034695.56,0
6,98,2644633.02,0
6,99,1598080.52,1
6,100,1395339.71,0
6,101,1344243.17,0
6,102,1326255.7,0
6,103,1315610.66,0
6,104,1496305.78,0
6,105,1620603.92,1
6,106,1632616.09,0
6,107,1465187.71,0
6,108,1550385.65,0
6,109,1569304.4,0
6,110,1748010.29,0
6,111,1495143.62,0
6,112,1508933.26,0
6,113,1840131.19,0
6,114,1616394.45,0
6,115,1456073.24,0
6,116,1456221.1,0
6,117,1543461.12,0
6,118,1517075.67,0
6,119,1513635.64,0
6,120,1603793.42,0
6,121,1681121.38,0
6,122,1696619.52,0
6,123,1642247.48,0
6,124,1618272.25,0
6,125,1648863.46,0
6,126,1876359.39,0
6,127,1588142.26,0
6,128,1574361.97,0
6,129,1513229.16,0
6,130,1627274.93,0
6,131,1588380.73,0
6,132,1543049.52,0
6,133,1501095.49,0
6,134,1577439.81,0
6,135,1608077.01,1
6,136,1375166.86,0
6,137,1425603.65,0
6,138,1369131.46,0
6,139,1518177.71,0
6,140,1459396.84,0
6,141,1436883.99,0
6,142,1431426.34,0
7,0,496725.44,0
7,1,524104.92,1
7,2,506760.54,0
7,3,496083.24,0
7,4,491419.55,0
7,5,480452.1,0
7,6,574450.23,0
7,7,514731.6,0
7,8,561145.14,0
7,9,484263.25,0
7,10,406228.19,0
7,11,404751.25,0
7,12,373655.61,0
7,13,395453.83,0
7,14,372673.61,0
7,15,395195.65,0
7,16,442734.55,0
7,17,509183.22,0
7,18,498580.87,0
7,19,481144.09,0
7,20,553714.87,0
7,21,575570.77,0
7,22,593462.34,0
7,23,557166.35,0
7,24,570231.21,0
7,25,603547.16,0
7,26,643854.17,0
7,27,598185.4,0
7,28,582353.17,0
7,29,554309.24,0
7,30,532765.05,0
7,31,535769.32,1
7,32,489408.53,0
7,33,488008.83,0
7,34,448998.73,0
7,35,480239.88,0
7,36,463370.48,0
7,37,472450.81,0
7,38,465493.15,0
7,39,480512.44,0
7,40,507584.29,0
7,41,482528.36,0
7,42,835189.26,1
7,43,552811.62,0
7,44,599730.07,0
7,45,716388.81,0
7,46,1045124.88,0
7,47,729572.08,1
7,48,661163.94,0
7,49,547384.9,0
7,50,521539.46,0
7,51,513372.17,0
7,52,558027.77,0
7,53,559903.13,1
7,54,572387.47,0
7,55,546690.84,0
7,56,551378.39,0
7,57,558963.83,0
7,58,635014.69,0
7,59,559061.58,0
7,60,513409.67,0
7,61,500552.16,0
7,62,423380.14,0
7,63,466594.89,0
7,64,410429.73,0
7,65,407012.47,0
7,66,414094.05,0
7,67,424670.98,0
7,68,457216.87,0
7,69,542295.37,0
7,70,621099.95,0
7,71,610991.35,0
7,72,640043.97,0
7,73,704344.21,0
7,74,761793.94,0
7,75,642748.21,0
7,76,688043.96,0
7,77,653382.62,0
7,78,695392.84,0
7,79,670670.46,0
7,80,645156.21,0
7,81,629994.47,0
7,82,592355.24,0
7,83,613135.23,1
7,84,558981.45,0
7,85,536144.81,0
7,86,488880.26,0
7,87,525866.36,0
7,88,501959.19,0
7,89,558691.43,0
7,90,527339.52,0
7,91,564536.01,0
7,92,556015.59,0
7,93,539826.56,0
7,94,949075.87,1
7,95,591907.88,0
7,96,653845.45,0
7,97,720242.19,0
7,98,1059715.27,0
7,99,815915.52,1
7,100,713117.66,0
7,101,593875.46,0
7,102,578002.85,0
7,103,541037.98,0
7,104,580453.32,0
7,105,563460.77,1
7,106,620908.18,0
7,107,603041.14,0
7,108,551058.13,0
7,109,579166.5,0
7,110,669205.73,0
7,111,615997.29,0
7,112,583322.2,0
7,113,621425.98,0
7,114,517420.23,0
7,115,457340.06,0
7,116,467827.75,0
7,117,465198.89,0
7,118,460397.41,0
7,119,468428.3,0
7,120,532739.77,0
7,121,598495.02,0
7,122,642963.75,0
7,123,666942.02,0
7,124,687344.68,0
7,125,704335.41,0
7,126,805642.61,0
7,127,694150.89,0
7,128,686345.69,0
7,129,686365.4,0
7,130,680954.81,0
7,131,675926.3,0
7,132,642450.4,0
7,133,609099.37,0
7,134,586467.16,0
7,135,597876.55,1
7,136,541120.2,0
7,137,530842.25,0
7,138,525545.76,0
7,139,505830.56,0
7,140,503463.93,0
7,141,516424.83,0
7,142,495543.28,0
8,0,1004137.09,0
8,1,994801.4,1
8,2,963960.37,0
8,3,847592.11,0
8,4,881503.95,0
8,5,860336.16,0
8,6,839911,0
8,7,772539.12,0
8,8,914500.91,0
8,9,916033.92,0
8,10,882917.12,0
8,11,850440.26,0
8,12,778672.64,0
8,13,916820.96,0
8,14,873337.84,0
8,15,818333.21,0
8,16,868041.56,0
8,17,958225.41,0
8,18,914835.86,0
8,19,869922.56,0
8,20,814919.11,0
8,21,852333.75,0
8,22,845289.77,0
8,23,848630.57,0
8,24,785515.88,0
8,25,787295.09,0
8,26,893399.77,0
8,27,867919.21,0
8,28,870676.44,0
8,29,888816.78,0
8,30,899036.47,0
8,31,831425.2,1
8,32,836707.85,0
8,33,773725.08,0
8,34,804105.49,0
8,35,870349.86,0
8,36,826546.96,0
8,37,836419.14,0
8,38,830756.76,0
8,39,927266.34,0
8,40,911538.98,0
8,41,885608.04,0
8,42,1261693.16,1
8,43,952766.93,0
8,44,1069061.63,0
8,45,1220579.55,0
8,46,1511641.09,0
8,47,773586.49,1
8,48,873065.23,0
8,49,809646.66,0
8,50,822668.23,0
8,51,782256.66,0
8,52,944594.78,0
8,53,996147.39,1
8,54,1065108.64,0
8,55,917317.15,0
8,56,935266.43,0
8,57,900387.29,0
8,58,898289.14,0
8,59,827968.36,0
8,60,878762.3,0
8,61,949825.83,0
8,62,908278.74,0
8,63,937473.13,0
8,64,855014.77,0
8,65,941457.34,0
8,66,895763.41,0
8,67,836049.89,0
8,68,857939.41,0
8,69,929222.16,0
8,70,897309.41,0
8,71,922048.41,0
8,72,864881.24,0
8,73,883683.35,0
8,74,861965.12,0
8,75,849925.37,0
8,76,829902.42,0
8,77,807082.19,0
8,78,892393.77,0
8,79,856796.1,0
8,80,895066.5,0
8,81,912542.82,0
8,82,891387.14,0
8,83,848358.09,1
8,84,870971.82,0
8,85,806444.29,0
8,86,809049.37,0
8,87,929976.55,0
8,88,863188.26,0
8,89,905984.49,0
8,90,876712.31,0
8,91,947815.05,0
8,92,917088.48,0
8,93,897032.19,0
8,94,1235163.86,1
8,95,986601.46,0
8,96,1051922.95,0
8,97,1118163.94,0
8,98,1462254.05,0
8,99,858572.22,1
8,100,872113.23,0
8,101,817661.76,0
8,102,813954.82,0
8,103,778178.53,0
8,104,927610.69,0
8,105,1021400.42,1
8,106,1096232.89,0
8,107,928537.54,0
8,108,952264.91,0
8,109,960115.56,0
8,110,921178.39,0
8,111,874223.25,0
8,112,905935.29,0
8,113,1046816.59,0
8,114,909989.45,0
8,115,872288.46,0
8,116,879448.25,0
8,117,937232.09,0
8,118,920128.89,0
8,119,913922.01,0
8,120,895157.44,0
8,121,921161.2,0
8,122,928820,0
8,123,916918.7,0
8,124,899449.65,0
8,125,878298.22,0
8,126,936205.5,0
8,127,890488.01,0
8,128,888834.07,0
8,129,838227.52,0
8,130,897076.73,0
8,131,930745.69,0
8,132,896613.19,0
8,133,936373.65,0
8,134,976137.73,0
8,135,932160.37,1
8,136,883569.38,0
8,137,857796.45,0
8,138,884724.41,0
8,139,976436.02,0
8,140,927511.99,0
8,141,900309.75,0
8,142,891671.44,0
9,0,549505.55,0
9,1,552677.48,1
9,2,511327.9,0
9,3,473773.27,0
9,4,507297.88,0
9,5,494145.8,0
9,6,485744.61,0
9,7,484946.56,0
9,8,545206.32,0
9,9,529384.31,0
9,10,485764.32,0
9,11,488683.57,0
9,12,491723.42,0
9,13,526128.61,0
9,14,492792.8,0
9,15,506274.94,0
9,16,558143.53,0
9,17,586061.46,0
9,18,522715.68,0
9,19,513073.87,0
9,20,509263.28,0
9,21,528832.54,0
9,22,485389.15,0
9,23,474030.51,0
9,24,462676.5,0
9,25,468675.19,0
9,26,522815.45,0
9,27,481897.98,0
9,28,499325.38,0
9,29,506789.66,0
9,30,511049.06,0
9,31,484835.2,1
9,32,463448.59,0
9,33,452905.22,0
9,34,495692.19,0
9,35,505069.21,0
9,36,454769.68,0
9,37,466322.76,0
9,38,508801.61,0
9,39,517869.97,0
9,40,520846.68,0
9,41,519823.3,0
9,42,768070.53,1
9,43,578164.82,0
9,44,618121.82,0
9,45,685243.2,0
9,46,873347.55,0
9,47,459770.85,1
9,48,490981.78,0
9,49,458086.69,0
9,50,454021.69,0
9,51,463561.48,0
9,52,544612.28,0
9,53,555279.02,1
9,54,610985.56,0
9,55,513107.2,0
9,56,542016.18,0
9,57,517783.5,0
9,58,515226.11,0
9,59,497488.4,0
9,60,520962.14,0
9,61,561625.92,0
9,62,528420.28,0
9,63,549502.11,0
9,64,532226.2,0
9,65,545251.1,0
9,66,539126,0
9,67,518266.9,0
9,68,553834.04,0
9,69,587004.29,0
9,70,550076.32,0
9,71,558671.14,0
9,72,538745.93,0
